"","x"
"1604","Cancel that."
"1605","It's got hot sauce as a wing men."
"1606","Glad to hear it! I haven't read ALVIN HO books but I've read they are great"
"1607","thanks sir! You too."
"1608","lol my bad for coming off rude but iknow who you are"
"1609","The reason I talk to myself is because I'm the only one whose answers I accept. ~ George Carlin"
"1610","thanks for the mention...have a great week...!!"
"1611","I'm sorry, what did you say?? I can't hear you.."
"1612","RT : subaru impreza is a brillaint 4x4 rally car. i love it. its one of the best cars ever!!!!!!"
"1613","where should I be dropped? In the car now."
"1614","With CS6, Adobe tidies up Premiere Pro, speeds up After Effects"
"1615","Heading to MN Capitol to stand against voter suppression vote."
"1616","yay! We are twitter stalkers again! Haha how have you been?"
"1617","exhausted but i want to shower ugh i got issues"
"1618","These have all been conversations #GrandpaFred has been having within his mind, spoken out loud. In between, he asks me to get things."
"1619","thanks for the follow buddy"
"1620","Nice dinner & family time; now's its time for drinks :-)"
"1621","Great shot! Now we have to get Ben Franklin to join Twitter."
"1622","Tempted to post it on the library FB page."
"1623","Have a Good Night All!"
"1624","Haha im the king of G's so you do need my acceptance GET HIP"
"1625","Tel your mom 4 me happy mothers day:)"
"1626","this has been a crazy ass match so far"
"1627","also will be able to keep you busy - she seems to have a lot going on too"
"1628","cuz she be going ham"
"1629","Go Broncos! RT : Stokley said he doesn't see any changes in Manning from when the two played in Indianapolis."
"1630","dude how you know that?"
"1631","finalizing our April At Home Issue! emerging designers, high-design getaways, latest food news, fab fashion spreads. can't wait! www.944.com"
"1632","you tryna grab a blast?"
"1633","Merry Christmas to all my friends"
"1634","It's choice - not chance - that determines your destiny. -- Jean Nidetch"
"1635",""": Dont waste your whole life trying to get back what was taken away."" Man I wish that was easier said than done! :( <3"
"1636","I am too. I have to be at work by 10."
"1637","Another stellar event tonight! I always leave with something valuable, whether it's a new potential client or useful info."
"1638","Our ethical crisis is arrogance - Jean Brittingham"
"1639","what a totally awful day is........"
"1640","Um, ding?"
"1641","Military official rules out terrorism in Iligan City blast"
"1642","I can't wait for the next few months."
"1643","What are you willing to tolerate, or forgive?? Is it really worth it??"
"1644","By the way, I checked on wikipedia. Both of them are 19 (Legal) LOL."
"1645","that's true!! Maybe I'll wear a dress the first day and shorts the second :3 or the other way!"
"1646","I just ate taco bell for lunch :-("
"1647","""Nothing happens until something moves."" ~Albert Einstein"
"1648","well in that case, yes! mwaha"
"1649","Knowledge can be communicated but not wisdom. ~Hermann Hesse"
"1650","“: Who's looking forward to a warm weekend!!?” Its gonna be a great weekend in"
"1651","#HappyMonday to you too, sweety! Yes, it's going to be a great trip!"
"1652","Be our guest, be our guest, caviar, Versace..."
"1653","#accenturematchplay has done a terriable job on parking this year! Been waiting in line to park for an hour now!"
"1654","Chris ""Pervman"" Andersen has been dismissed from all team activities."
"1655","Coaches we have all sports come find your players today"
"1656","College Sweethearts Find Love Again After 60 Years Apart, Marry In Their 80’s"
"1657","Start there and the culture will shift itself. Cars are too expensive to drive and maintain for working poor, so public transit..."
"1658","doing good working on my 5th play. How is your show?"
"1659","they are slippery and unsubstantial. He's a fully formed blowhard, much easier to kick and less sympathetic"
"1660","""I remember when I actually liked you."" Really? Well...I don't remember when I actually gave a damn."
"1661","you probably now this but anything Galloway is usually great. how about 'To the Edge' by kirk johnson"
"1662","I found ur lo-jack info should I alert the authorities of ur intention to party ur face off?"
"1663","cos I love you? I worry about you when your like this."
"1664","QT LLS AIIIIIITTTTTEEEE “: Girls Be Like OMG Vaughn How Did You Get Your Face So Grown! Lls”"
"1665","""The only thing to fear is fear itself"" Sometimes todays over reaching media and immediate stimulus hurts and doesn't help."
"1666","how many pills do ya have to take a day? The one I have is like 6 a day I don't like taking so many pills..."
"1667","was to jar people into thinking, WHOAH what's that mean? And thus propel them to look into it"
"1668","Back home in NYC! My next gig is in April at the Village Vanguard with my quintet."
"1669","Not a question but my dog Alex has a grey BONER shirt. :) haha"
"1670","...and tonight I'm once again proven why I do not like to interact with people. I try, it failed, we move on."
"1671","On vacation, but you'll still be getting a new letter this weekend!"
"1672","I also love my best friend!"
"1673","Then Omarion...Now she's an Omarion fan! Hilarious!"
"1674","can you hook me up?"
"1675","hi Nicole! Do you still remember our daughter Yvette, from Roberts Elementary days?! Lovely to see you, all grown up :)"
"1676","Good job, Homer. Looking good tonight. One more inning?"
"1677","The really bad part of that is U will send the message *""Telling"" them to call* they still send Txt messages & emails .. ??? WTH SMH"
"1678","When my girlfriend calls me a lazy ignorant fuck who can't think for himself >>>>>"
"1679","Looked up translated editions of Girondo on Amazon, only found one: a $999.98 (+ $3.99 shipping) copy of SCARECROW & OTHER ANOMALIES."
"1680","perfect weather to #slide:))"
"1681","“: I'm told I'm supposed to be tweeting more. Here it is!” just don't start talking about your laundry here"
"1682","Happily writing-revising-repeating surrounded by nice people, horses and cows. Moo!"
"1683","Mavssss! Now that's what I'm talking about... That was a totally different team than the one I saw opening day"
"1684","so you wanna get brunch sometime?"
"1685","Watch Need to Know on WXXI today at 12:30 p.m. Prof. Mitch Messina talks about Enlightened Earth, currently in the Arts Center Gallery."
"1686","I love my job, but some days I don't want to spend my Saturday illustrating an olde-fashioned lemonade ad featuring a cartoon Ice-T."
"1687","You Should Do Party Rock Anthem!"
"1688","well I mean Haley your gonna say that stuff and then all this sorry in kinda pissed off"
"1689","There are different kinds of aggressiveness, and your kind isn't troublesome at all, IMHO. You see grey areas, which is a big help!"
"1690","Looking forward to the #MAMP Marketing Seminar next week"
"1691","happy birthday"
"1692","look at their eyes, they always seem to follow me."
"1693","We love you and are all routing for you in Connecticut!!! Congrats Again, guess it's becoming routine now..."
"1694","Rumor has it Marquis Hines and Carlos Hubbard are among finalists for vacant coaching position at Milwaukee Vincent."
"1695","love the last name! Where are u from?"
"1696","My town is pretty much gone & so is a lot of other towns here in Kentucky. Everyone here could really use your prayers."
"1697","If doesn't cut it for you, your coffee is on me :-D...you know where to find me!"
"1698","Yes, I agree. They got scared and jumped. Funny you mention Jim..he said that Richardson was nothing special , just average LOL!"
"1699","Since the offer of their own service is the foundation of the gift, planners can be more generous with it."
"1700","Games on our TVs: NFL PIT @ WAS 7:30p"
"1701","God it's hard to like twitter."
"1702","Ladies: u hav a higher chance making it on ur own. rather than marrying a person with money... #miami No motivated females SMH"
"1703","Yep!!RT : they're on other stuff thinking that."
"1704","lmaoo , been out here on the Low. How u been for Splack ?"
"1705","I promise it wasn't on purpose! (cc: , )"
"1706","So sorry honey. We all appreciate your efforts! ESP your discussion with the weather gods."
"1707","falling asleep waiting for that one person to text you back <"
"1708","3 free throws for Let's break this open"
"1709","Scotch eggs and Canada geese – service station brings nature to motorists"
"1710","lol @ ""Internet Maniac"" Twitter-bio :D Hope you're doing well."
"1711","Sorry I been gone for a min but im back"
"1712",": If only God can Judge you, how you plan to beat the case?"
"1713","The NBA's crazy schedule this season is definitely wearing on my enjoyment as a full season ticket holder."
"1714","FB is filing a shelf-registration with the SEC for a $10B common stock offering valuing the company at $100B. That valuation is nuts"
"1715","Did you know that on Amazon you can SUBSCRIBE to monthly gummy grapefruit delivery? Yeah. Regular OR pink."
"1716","What did one saggy titty say to the other saggy titty? We better get some support soon or people will start thinking we're nuts!"
"1717","as long as Nate had time to get his vest!"
"1718","good how are you!haha"
"1719","Hot-tempered people must pay the penalty. If you rescue them once, you will have to do it again. (Proverbs 19:19 NLT)"
"1720","Come on #CUSE its"
"1721","#ItsABadDayWhen Your #Condom breaks while your having #SexualRelations with a #CheapHooker from"
"1722","I have spent golden week shopping. At sogo, lake town mall, and odakyu. No more money :("
"1723","The Samsung Galaxy S I is straight up IMPRESSIVE."
"1724","It Was Real Hard At First, And Its Still Hard. But It's So Nice Having Somebody To Call Your Own. I Love My Son Very Much <3"
"1725","don't put whites with any other color.. Silly."
"1726","LOL PLEASE HELP!!"
"1727","alright got my silk bonnet on hoping that youtube tutorial was accurate-up in a few hrs for work-...yeah"
"1728","Send an email to with all your questions and we will be more than glad to help you! :)"
"1729","RT : #BlackTieCinco was like a mini reunion the family... The food and drinks were amazing! Kudos to"
"1730","Glad our CEO is from Boston!"
"1731","you're welcome! we'll put your prize in the mail this week."
"1732","*** My BDAY Tailgate Party 2MORO for MTSU Homecoming! 3P in Murphy Center Parking Lot! FREE Food! ARE U COMING? ***"
"1733","Smile as as often as you can as it is a way to let God know you appreciate the gift of life!"
"1734","Part of the inhumanity of the computer is that, once it is competently programmed and working smoothly, it is completely honest Isaac Asimov"
"1735","Whoa, for WA?"
"1736","i wish i had the swine flu."
"1737","I am freezing :/"
"1738","Saw ""GAWW!"" and a newsweek link, like ""oh shit! Fresh is in newsweek!?"" Shoulda known it was a picture of a damn cat smh haha"
"1739","My phone now auto corrects ""goddammit"" to ""GODDAMMITBRANDON"" hahahahahahahah"
"1740","lol im having a lazy dayy, dont wanna get off bed."
"1741","i love you Kenzie you are always there for me you got my back always and forever"
"1742","#17 The Howlin' Wolf - New Orleans, LA"
"1743","Okay, NOW I'm finally productive at work. pm on a"
"1744","Seeking a MacBook 2009 or later w/ iMovie for students to create multimedia projects year round. Help us spread the word?"
"1745","I'm stressed."
"1746","2day A/M & I honored 3 great Queens women: A/M Cathy Nolan, civic leader Eartha Washington, APAC head Taryn Sacramone"
"1747","is there a shazaam for your face?"
"1748","it's annual PMP time..."
"1749","""If they don't love it they hate it well get yo hate on n**!"""
"1750","We take that as motivation. We've been criticized all year, but we've proven them all wrong - Kia Wright"
"1751","A leader is a dealer in hope."
"1752","Thanks for stopping by! What a great day for tea al fresco."
"1753","GERARDO LACHINO I'm in love with you!! <3 && all my dreams and feelings are for you!! I can't stop imagining that day we would have sex :))"
"1754","Thanks for following! Have an amazing 2012!!!"
"1755","never disappointed! Brunch! Sunday! Soon I hope!"
"1756","i was fluent when i was little, but lost every bit of it when i had no one to speak it with"
"1757","#FinanceFriday Securities aren't always what they sound like...but neither are Risks."
"1758","HAPPY NEW YEAR Bitchez! Im just recovering in New York! is today a Hair done day? hmm"
"1759","RT : join us at the student activities center for FREE CANDY (I said this in Oprah's give away voice)..."
"1760","This Twitter app is acting stupid."
"1761","All 5 members are can anyone guess who mystery man is?"
"1762","My boyfriend >> yours."
"1763","What is YOUR knitting drag name? RT : Today, my knitting drag name is Lacey Swatches."
"1764","she told Olivia what she needed to hear tho. I kind of liked it."
"1765","Perfect cold and cloudy day to stay home sleeping.... what am I doing out of bed ? Oh yeah... work."
"1766","NICE! Yes, please tell..what did ya eat?"
"1767","jeremy lamb, jeremy lamb, jeremy lamb"
"1768","DG is TTUs college of mass comms very own!"
"1769","Hi B Thx 4 fllwng FREE E-BOOK Award Winning novel GRAY RAINBOW JOURNEY Limited time offer Contact"
"1770","Yessir Ben, much love for that. is the man, it's crazy how he's sustained his relevance for so long. 100% legend. /Cc"
"1771","i havent- have you? good stuff?"
"1772","“: Everyone else in the room can see it, everyone else but me.” HAHAHA"
"1773","What a beatiful day in the sunshine state...nice and hot......hpe u'll r havin a BLESSED day... stay focused & encouraged.."
"1774","hi Simone-what's up?"
"1775","the best one)))"
"1776",": That's the plan today! We have a birthday party to attend. Parenthood is an endless stream of birthday parties."
"1777","I hate being sick"
"1778","-- Where You At"
"1779","I have a writing deadline - of course, I'm cleaning out the refrigerator . . . and twittering."
"1780","#Codeforoakland attendee: ""Make sure that we connect to established infrastructure/networks in Oakland. There's already a lot here."""
"1781","#TheDayJalenStopPerpin is the day i walk straight"
"1782","at the boxoffice at Full Sail"
"1783","Remember when ignorantly defended the Penn state firing and then 2 weeks later his wife divorced him? Yeah, me either."
"1784","We've come to the end of our first #adaptivechat. Thanks to our gracious moderator, , and of course all who participated!"
"1785","Thanks for the link! I have added it to my instapaper!"
"1786","Happy birthday love! (: Xx"
"1787","Its official!! Reignwolf will be added to Sasquatch line-up! Any more bands you would like to see on there?"
"1788","ahh logan and I are addicted that show is amazing(:"
"1789","zima?? Who invited the jail bait?!"
"1790","I do the same when I make lo mein. It's the same stuff hah"
"1791","I'd rather have an enemy who says that they hate me, than to keep a ""FRIEND"" whose mission is to put me down secretly"
"1792","A child's #bullier can play an important roll in their lives, even a teacher. Open up the lines of communitcation now. Talk about"
"1793","Life is short, make the most of it, love."
"1794","I'll help with the world peace, but 3500 followers just seems impossible."
"1795","My spirit animal is this pair of high heels I recently bought."
"1796",": Yes! Can't wait to see the pics!"
"1797","See the great in the new teaser! Watch! RT! Comment!"
"1798","nope! They instituted the ""programming"" as I was switching from straight medicaid to childless. I should have had it never got notice"
"1799","""If you do not hope, you will not find what is beyond your hopes."" - St. Clement of Alexandra"
"1800",": I really want to get my hands on this book. It looks really good and I've been hearing such great things!"
"1801","Then the day comes when you meet someone that just makes you want to populate the earth...be fruitful and multiply..."
"1802","#WeCantBeTogetherIf you arnt open with me. I dont care what bad things you NEED to say but can't; you NEED to say it."
"1803","Details please?! RT: THE CUPCAKE CRAWL IS 6 DAYS AWAY! Excited, ? (cc: )"
"1804","Those two tend to get me working too!"
"1805","Come to the B today for a tasty sweet, a burger, or one of our delicious flatbreads!"
"1806","just finishing my sweeps shoot dwntwn and going to head back to station! Heard my girl will be in-studio tonight!"
"1807","Thanks. Just wondering if it would have made a difference and saved costs .Eagle is turning in to a very expensive fire."
"1808","Do you know if we are allowed to use our 10x10 tent frames to set up for the show tomorrow?"
"1809","RT ""Culture eats strategy for lunch"" CEO about creating culture for diverse boards"
"1810","dat is wassup where u from ma?"
"1811","Great news, but where's the link to download the new apps? I only found the link for the iPhone app..."
"1812","One has to wonder - What were all those people around Whitney Houston doing for her? Sad how very sad!!"
"1813","7.6 #Earthquake in #Acapulco #Mexico -- Monitoring closely here with"
"1814","Hey! The shower is the best place to sing! :p"
"1815","RT IF YOU HAVE AN INSTAGRAM FOLLOW ME===> TaylorBieber15 <=== I POST UP TO DATE PICS OF JUSTIN BIEBER AND OTHER CELEBS WE ALL LOVE! :)"
"1816","the wife and I just watched #Moneyball and highly recommend it! Enjoy!"
"1817","Bust (Tannehill), Boom (Kuechly), Bust (Gilmore). Mike Harris is better than Gilmore."
"1818","We actually found one for our daughter at Kroger. That was a number of months ago, though."
"1819","Not gonna bother lying - I won't miss Boston at all in these next two weeks."
"1820","Awesome! Where do you want to go?"
"1821","Have I really changed that much..?"
"1822","I thought you meant THE Boss, not ... the boss. ;-)"
"1823","yea she did..!"
"1824","The person who sends out positive thoughts activates the world around him positively and draws back to himself positive results. ~NV Peale."
"1825","We hope to have you back next month for #RAPTUREBLISTERBURN, !"
"1826","Damn. I thought I was So much TOUGHER and could take it, but come to find out I am a lot weaker than what was projected"
"1827","up and at it! had to sleep off the pain... heading to the store to get some milk! My associate Connie had a good day at the office! Way2Go!"
"1828","Miami is my furture home"
"1829","Waxman tells me on Plan-B: ""FDA is a science-based organization, and I think they gave her their recommendations based on the science"" (1/2)"
"1830","Dude, congrats. Glad to have you around town!"
"1831","We're moving our hosted clients to AWS this month. Just closed a Media Temple account after 4 great years."
"1832","Nothing much.. just gonna go to my brothers baseball game later haha yeah... what you doing?"
"1833","Aw **** I think it might be a Jerry Springer episode going down. Tweets to continue..."
"1834","you're an asshole"
"1835","Draw Something needs new words! You know what I'm drawing only by the head. cc:"
"1836","Yes ma'am music show... I'll try some Deathray"
"1837","thanks for the introduction. Appreciated."
"1838","i'm serious bitch! even moving my hand hurts! ugh!"
"1839","Las Vegas or bust! I'm on my way"
"1840","I think that chokehold and shady could be made into really cool music videos. :)"
"1841","did the party ball make an appearance? :)"
"1842","props to for her handling of 's personal attack against Cable news can be shallow but this was a legitimate Q."
"1843","Whew. No shutout."
"1844","Better than - ""We're going down"""
"1845","PLEASE LIKE OUR FRIENDS PAGE. THANK YOU! www.facebook.com/94westrestaurant"
"1846","Congratulations to Irvington Green Initiative for winning a Neighbor Power! award today for the Irvington Skill Share."
"1847","I wish somebody would figure out a way to make espresso drinks without the ""clunka clunka clunka clunka"" racket required."
"1848","Everyone go check out our Facebook page for a special show we are playing in April. If you live in Indiana you're going to be there."
"1849","I #BELIEVE that I wanna hear a bit of the new Album ! Pick me if U choose randomly of course ;-) #feelthelove <3frGAJB"
"1850","Am I going to pull any game? None whatsoever"
"1851","""Rasputin"" is the most fun song to dance to on Just Dance :D"
"1852","Osu is lookin' mighty fine on MTV right now!"
"1853","I'm seriously debating making a run for it..."
"1854","RT : FAITH is brightest in the midst of the darkest night! Faith is to believe that which is UNSEEN until it becomes SEEN!"
"1855","SAG-AFTRA dues are $99. FYI."
"1856","Sometimes I'm not sure who to listen to."
"1857","Will do my friend! They're blasting Irish music during the break. Seems like the place to hang. We're keeping it real 4 you."
"1858","Dear theatres, do yourselves a favor, don't order a chain weighted cyc. Put a pipe in that!!"
"1859","saw some 4 or 5 foot tall foam core the other day and though of you."
"1860","The moment I embraced my #naturalhair man you couldn't tell my ass nothing. Thought my fro was the shhh :) Still do Lol"
"1861","nice RT ""2 + 2 = 0"". Seriously though, isn't this the second time this has happened this year?"
"1862","well now everything is big so. Im going to have to one piece it"
"1863","I've become the kind of person who can't find their glasses, then realizes they're already wearing them."
"1864","Filling out my Twitter profile."
"1865","So theres a dead cat in the street and i decided to look at it and i looked at the head and the eyes were open still.. Ewwwww"
"1866","Ima Put It Back On There Fam It Really Go Tho Its On My Mixtape"
"1867","Upward Motion Personal Training brings ‘Weight Loss Coaching’ program to the weight loss battle in Albuquerque."
"1868","ahh, Im sorry I never replied yesterday! ): I was at my friends house and wasn't online at all. sorry"
"1869","Just got the Nov/Dec issue of in the office. It looks so good."
"1870","I wasn't serious"
"1871","nah ! Well .. Is that i havent sleept since yesterday because i forgot my pills in miami"
"1872","Couldn't have said it better myself!"
"1873","I only text like 2 people now hahahha."
"1874","Chicava and the rest of the gang -have fun in Miami! So jealous, I'm sure the show will be brilliant! xoxo"
"1875","My brother can talk for days -___- Lol"
"1876","Goodbye Poe but DT position is deep this year"
"1877","I would be fishing hopefully by 10"
"1878","great name. congrats to you and Brit and big brother!"
"1879","I'd love to do it (3rd wave experiment replication) w/ my students but it seems Incredibly risky"
"1880","Watching the artsy futuristic film Beyond the Black Rainbow."
"1881","it was amazing :) I loved it lol. I am cold right now D:"
"1882","This guy on the bus was loudly taking to himself about some star wars mission or something."
"1883","is a such a GR8 place to visit! We may have to host a ConnectionArtist night this year!"
"1884","I hate not having something to look forward to on the weekends. This has got to change"
"1885","wht video you need bro n n me n my brother trying to fucc wit yall"
"1886","1 simple question and the answer sends more than 10x's!!!"
"1887","Fuck no longer works...tried it this morning, actually."
"1888","I always knew that hyphens were my friend."
"1889","The only spot that owen wants to fall asleep is right on my ankle, which is, subsequently, also asleep.."
"1890","figures I just misplaced mine somewhere in my house. Landscape's nice, but I need a ""Find my Kindle"" feature! :-)"
"1891","can we get a #FOLLOW back please ;) We are Miami locals! Entrepreneurs rising to the top! 💼👠"
"1892","UGH I lost a follower. Unfollowers are a bitch -.-"
"1893","but i have!t even drawn her yet. lol <3"
"1894","Just ate chineese food! :)"
"1895","thats so funny :D"
"1896","Many people these days seem open minded and like more than 1 genre of music!"
"1897","Congratulations to Arik Weiss, winner of the recent Kol HaOt raffle, who won a print by artist Matt Berkowitz worth $700!!"
"1898",":: Five doubles/doppelgangers."
"1899","Here's to hoping has a great vacation in Switzerland ... say hi to all the Swedes for us !!!!"
"1900","she has panic attacks at being spontaneous"
"1901","DEAR SARA PLEASE STOP READING THROUGH ALL MY OLD EMBARESSING TWEETS THANK I HATE YOU OK BYE"
"1902","If you think you’re too small to have an impact, try going to bed with a mosquito in the room."
"1903","spongebob may live in bikini bottom but i live in AC shoe bottom <3 FOLLOW ME luv u 2 brahhhs"
"1904","I sit and think of things that might make you smile ~"
"1905","I get most of my energy late around this time... bad timing.. when nothin is goin on either lol"
"1906","you should bring the warmth to Denver. Its a blizzarding!"
"1907","Slept right through rolling in at XX:XXam. Guess I must be getting used to it."
"1908","Search others for their virtues, thyself for thy vices. – Benjamin Franklin"
"1909","If Thurston Howell I attacked gay teens it would be hard to like him. #Romney #YaleMan?"
"1910","Thanks!! we're excited and a little nervous! RT : all the best for the #kickstarter launch!"
"1911","I see the lights for the track...<3"
"1912","that really is awesome."
"1913","thanks for the awesome eyebrow wax, yet again. you never fail me."
"1914","#AskJcCaylen Wish me a goodnight?.(:"
"1915","Does anyone want to come see the lindenhurst play with me???"
"1916","follow me"
"1917","Girlfriend just bought me a daily deal NOT from LivingSocial"
"1918","this is it.. i finally decided im doing my online 2012 x factor audition. <3"
"1919","You going to node.ph?"
"1920","haha(: i met like 5 times! And they were all crazy moments! And im such a loser for forgettin' to tell him to follow me-_-"
"1921","follow me? (; make my dream come true"
"1922","I do share most,ve my street smiles with the busted old ladies"
"1923","17 hours. Yeah, I'm counting down the hours. That is how excited I am."
"1924","Agreed, thanks. Also, following you now!"
"1925","Where's my crime scene tape when I need it? My yellow lab has spilled the guts of my daughters stuffed elephant across the hardwood floor."
"1926","Mornnnnninnnnn!!! Today is #movingday for the uranium universe!"
"1927","Shh Morgan freeman is speaking"
"1928","Thanks for including us in your paper.li!"
"1929","Sharon Morrissey: ""Employment is the answer to poverty; education is the answer to unemployment."""
"1930","Good morning sir!"
"1931","Are you familiar with the book entitled The Courageous Follower?"
"1932","Privacy impacts growth. Ex: enabled users to opt-in to share instead of opt-out. While admirable their growth dropped 80%"
"1933","I've become obsessed with working on my new website...I wish I was a real geek, not just a pretend one :-/"
"1934","see that right there? That's my dignity, stuck in the pit. Whatta you think? 9-iron? Wedge? Eh...f**k it. Let's get wrecked."
"1935","So Gr8 hearing my friends sing 2nt ! Also Blessed by message :)"
"1936","Just figured out this handy Twitter shorthand: ICYMI for ""in case you missed it"""
"1937","are you kidding me?!?!?! Please explain to me why Travis Orlando went home? #noheart that kid is awesome"
"1938","II haveny been on here in forever. I have such a short attention span got mad dental work today i love pills and my boyfriend and peeps"
"1939","Thanks so much, Sandy! I'll be sharing about #eltpics too, so I love what you wrote!"
"1940","Cardinals celebrate Senior Night with a win over Louisville Western, 70-46."
"1941","Some people just piss me the fuck off."
"1942","Good a reason as any. And do you like the result?"
"1943","I believe that ship has already sailed, and is about to sink rapidly."
"1944","Hope everyone saw the piece on Paul Allen last night on 60 minutes. Inside look at Bill Gates and his management style. Interesting."
"1945","My back hurts"
"1946","Have a heart that in no way hardens, a mood that by no means tires, a touch that by no means injures."
"1947","Coming down 71 was the long way even when I lived 10 miles east of my present location. No better option though."
"1948","Crazy insane busy time of the year. Have so much going on, and took on some more last night. Barely have time for this tweet."
"1949","nah join in, you are great at nonsense, as our fearless leader should be!!"
"1950","I was on the phone with Jorge & Shane before &I think I spent more time telling the bugs to get away than talking to them."
"1951","follow back JJ"
"1952","#jealoushands RT : this record is unbelievable"
"1953","#Kimye is not good. Kim is classy and Kannye is a mess. Never a couple."
"1954","1.How's It Like To Be Famous ? 2.Favorite Type Of Music 3.Favorite Celebrity ? 4.What Inspired You To Keep Dancing? :) 1O"
"1955","& I Simply Fukin Hate People. ."
"1956","Have #Florida #Kentucky #NCState & #UNC in my"
"1957","Jailbreak was successful!!!!"
"1958","thats what I'm saying. Bones is gonna destroy"
"1959","are you going to hoot festt?"
"1960","The sentimentalist ages far more quickly than the person who loves his work and enjoys new challenges."
"1961","Besides Animal Hoarders....that doesn't count."
"1962","It needs to be 40 hrs of cash games."
"1963","ugh! Can't a girl just go to target and get her knock offs!? Just ordered a dress on target from the collection!"
"1964","That one song that always makes you dance. No matter what"
"1965","Did they stop the horses from shagging flys for safety's sake before the Kentucky Derby this year?"
"1966","I'm happy I have today off. Nice to relax and be super lazy :-)"
"1967","I fucking love you so much!"
"1968",": Nice to meet you! I read historical bios, police procedurals, scifi and just a plain good read!"
"1969","Did you know I was a former race car driver? - What's something very few people know about you?"
"1970","Watching Gargoyles, one of my favorite cartoons as a kid :) Brings back memories!"
"1971","She! And I had no idea you were such a cynic ;)"
"1972","If you honk at me to be moving faster for my parking space, I'll be pushing that park button. Falalalala"
"1973","Everyone who got to meet Liam today, I envy you. 😒"
"1974","Sex Tip: Fellas, get some ice in your life N lick ""it"" slow."
"1975","""Money is like manure. It's not worth a thing unless it's spread about, encouraging young things to grow."" (fuller dialogue quote from H.D.)"
"1976","Plans tonight? Someone invite me somewhere. I'm actually bored on a Friday night. :/ grr"
"1977","TV going crazy..trying to watch #yanks..#NYR and #knicks...are maybe its just me running back and forth!"
"1978","email writing machine"
"1979","Lester Bagley was on with Dave Lee earlier. What did he say about a Vikings stadium? Find out at 9AM from"
"1980","it was AWESOME!!!"
"1981","Of course! Joe is set for Weds at will call."
"1982","Did I mention FREE worldwide shipping????"
"1983","RT : RT : Things they dont tell you to bring to college: a god damn canoe to get to class -"
"1984","Marissa Alexander learned her numerous motions for a retrial To the Florida Court were denied by Circuit Court Judge James Daniel."
"1985","man that stinks...happened to me once and I got it back...cross the fingers!"
"1986","you missed my speech fool! lol"
"1987","I will be on wheel of fortune before I die"
"1988","Dear whoever you might be...I'm still waiting patiently-The Civil Wars"
"1989","My copy arrived in the mail yesterday. The entire issue looks so great, but your piece was a stand out."
"1990","cool. Exciting to see pics. You like that show too? Neat. Lead is a Second City alum (as am I)."
"1991","#FF #TwitterRookie - PRO's very own Rich Nichols #sportslaw #crisis #sportsbiz - Help us get him to a respectable 100!"
"1992","We are playing the Alberta rose theatre tonight with a grip of other people. Show starts at 6:30."
"1993","Stay awaaayy from the UGA bookstore, they're about a million dollars if you try to get one there."
"1994","GO GOLD<3 and good luck to you blackiess<3 ~ its sportsnight at my school tonight ! black&gold teams compete for the win <3"
"1995","Got to sing with my wife tonight. I've missed that SO much."
"1996","Who tf still wears du rags"
"1997","OMG We r really great drawers! #drawsomething is really bringing out my inner artist! :)"
"1998","Today is the last day of my paleography seminar. *sniffle*"
"1999","Chicken noodle soup & sleep! Feel better!!"
"2000","It was a pleasure. Always glad to help. Hope the camp is a huge success now & for years to come."
"2001","(Voltaire) Shun idleness. It is the rust that attaches itself to the most brilliant metals."
"2002","Every choice you make is a chance to make the world a better place."
"2003","santa monica, did you take your profile pic at club My House in hollywood"
"2004","""Badges are dirty social media porn"" -- interesting but not useful -- at closing #SLSkey of"
"2005",":o) glad you liked the song."
"2006","Flowers must fascinate insects, and books must fascinate readers, in order to survive."
"2007","I've really enjoyed it. It gets away from circular arguments on design offering something pragmatic and theoretical."
"2008","Going to see Strasburg pitch to the Marlins today. Go Nats!"
"2009","I so need to sleep more! I'll check out your article!"
"2010","California bound!"
"2011","Hard to say-if they understand that comments are public, no problem. If they thought it was like a private email form, problem."
"2012","Great meeting with you today ! Love the White Tea Ginger Lotion! Yummy!"
"2013","you only won because I let you win!"
"2014","Greenbrier hotel was awesome. Old white course was great. Loved the classic feel."
"2015","#Hurricane #Irene top the charts at #9 for top social media"
"2016","Family is the greatest thing that one can have. Thank you for being there for me."
"2017","My 6 yo plays with her plastic play food. Runs around yelling ""where's my fondant?"""
"2018","Finally 1000 tweets, took me a minute doe"
"2019","O'Sheas in Vegas closes in 15 minutes :("
"2020","Anyone going to be in the Orlando area June 4th to the 7th???"
"2021","Workout b4 work!"
"2022","Starting to fill up session times. Lots of recording to be done this summer!"
"2023","whats the video!?"
"2024","Tomorrow I have a long drive home...but I GO HOME!! <3 <3"
"2025","hrm...what to do after my Fulbright for an income until January..."
"2026","I know right?"
"2027","not at all... Great chatting! So nice we're both chair elects of districts"
"2028","I need a tattoo lol JaQuial said your good"
"2029","why do you keep everything to your self, just tell me"
"2030","Hyper'in'."
"2031","course has been called ""Hypertext and Literature."" I was thinking of changing to just ""Electronic Literature."" Maybe not?"
"2032","please say it ain't so. I want my Tebow and noone else. Don't have room for manning so he can just leave."
"2033","Let's get drunk and do some hoodrat shyyyt."
"2034","we love a good mystery!"
"2035","Watching a movie in mr.Corona's :{]D"
"2036","How was everyone's turkey day?"
